player.id,player.name,player.pos,player.grid,player.type,team,formation,fixture.id
8665,F. Haise,coach,,coach,Lens,3-4-2-1,1126164
21628,B. Samba,G,1:1,holder,Lens,3-4-2-1,1126164
21635,J. Gradit,D,2:3,holder,Lens,3-4-2-1,1126164
25287,K. Danso,D,2:2,holder,Lens,3-4-2-1,1126164
6231,F. Medina,D,2:1,holder,Lens,3-4-2-1,1126164
3007,P. Frankowski,M,3:4,holder,Lens,3-4-2-1,1126164
18785,N. Mendy,M,3:3,holder,Lens,3-4-2-1,1126164
128987,S. Abdul Samed,M,3:2,holder,Lens,3-4-2-1,1126164
2483,D. Machado,M,3:1,holder,Lens,3-4-2-1,1126164
20761,F. Sotoca,F,4:2,holder,Lens,3-4-2-1,1126164
22261,A. Thomasson,F,4:1,holder,Lens,3-4-2-1,1126164
162707,E. Wahi,F,5:1,holder,Lens,3-4-2-1,1126164
270509,A. Diouf,M,,substitute,Lens,3-4-2-1,1126164
21146,A. Fulgini,M,,substitute,Lens,3-4-2-1,1126164
21715,W. Saïd,F,,substitute,Lens,3-4-2-1,1126164
21568,R. Aguilar,D,,substitute,Lens,3-4-2-1,1126164
20651,J. Leca,G,,substitute,Lens,3-4-2-1,1126164
360114,A. Khusanov,D,,substitute,Lens,3-4-2-1,1126164
174638,Y. Pandor,G,,substitute,Lens,3-4-2-1,1126164
21441,F. Maouassa,D,,substitute,Lens,3-4-2-1,1126164
23643,M. Guilavogui,F,,substitute,Lens,3-4-2-1,1126164
277003,N. El Aynaoui,M,,substitute,Lens,3-4-2-1,1126164
7248,Mikel Arteta,coach,,coach,Arsenal,4-3-3,1126164
19465,David Raya,G,1:1,holder,Arsenal,4-3-3,1126164
2597,T. Tomiyasu,D,2:4,holder,Arsenal,4-3-3,1126164
22090,W. Saliba,D,2:3,holder,Arsenal,4-3-3,1126164
22224,Gabriel Magalhães,D,2:2,holder,Arsenal,4-3-3,1126164
641,O. Zinchenko,D,2:1,holder,Arsenal,4-3-3,1126164
37127,M. Ødegaard,M,3:3,holder,Arsenal,4-3-3,1126164
2937,D. Rice,M,3:2,holder,Arsenal,4-3-3,1126164
978,K. Havertz,M,3:1,holder,Arsenal,4-3-3,1126164
1460,B. Saka,F,4:3,holder,Arsenal,4-3-3,1126164
643,Gabriel Jesus,F,4:2,holder,Arsenal,4-3-3,1126164
1946,L. Trossard,F,4:1,holder,Arsenal,4-3-3,1126164
41725,Fábio Vieira,M,,substitute,Arsenal,4-3-3,1126164
727,R. Nelson,F,,substitute,Arsenal,4-3-3,1126164
1161,E. Smith Rowe,M,,substitute,Arsenal,4-3-3,1126164
19959,B. White,D,,substitute,Arsenal,4-3-3,1126164
1468,E. Nketiah,F,,substitute,Arsenal,4-3-3,1126164
20355,A. Ramsdale,G,,substitute,Arsenal,4-3-3,1126164
2289,Jorginho,M,,substitute,Arsenal,4-3-3,1126164
1452,Mohamed Elneny,M,,substitute,Arsenal,4-3-3,1126164
49,T. Partey,M,,substitute,Arsenal,4-3-3,1126164
190,Cédric Soares,D,,substitute,Arsenal,4-3-3,1126164
61431,J. Kiwior,D,,substitute,Arsenal,4-3-3,1126164
169295,K. Hein,G,,substitute,Arsenal,4-3-3,1126164
1532,P. Bosz,coach,,coach,PSV Eindhoven,4-3-3,1126165
22157,W. Benítez,G,1:1,holder,PSV Eindhoven,4-3-3,1126165
231,J. Teze,D,2:4,holder,PSV Eindhoven,4-3-3,1126165
1085,André Ramalho,D,2:3,holder,PSV Eindhoven,4-3-3,1126165
22160,O. Boscagli,D,2:2,holder,PSV Eindhoven,4-3-3,1126165
38735,S. Dest,D,2:1,holder,PSV Eindhoven,4-3-3,1126165
162037,M. Tillman,M,3:3,holder,PSV Eindhoven,4-3-3,1126165
37890,J. Schouten,M,3:2,holder,PSV Eindhoven,4-3-3,1126165
37749,J. Veerman,M,3:1,holder,PSV Eindhoven,4-3-3,1126165
290549,J. Bakayoko,F,4:3,holder,PSV Eindhoven,4-3-3,1126165
246,L. de Jong,F,4:2,holder,PSV Eindhoven,4-3-3,1126165
544,N. Lang,F,4:1,holder,PSV Eindhoven,4-3-3,1126165
248,H. Lozano,F,,substitute,PSV Eindhoven,4-3-3,1126165
161897,I. Saibari,F,,substitute,PSV Eindhoven,4-3-3,1126165
25061,A. Bella-Kotchap,D,,substitute,PSV Eindhoven,4-3-3,1126165
73868,R. Pepi,F,,substitute,PSV Eindhoven,4-3-3,1126165
36828,J. Drommel,G,,substitute,PSV Eindhoven,4-3-3,1126165
15277,B. Waterman,G,,substitute,PSV Eindhoven,4-3-3,1126165
129072,Y. Vertessen,F,,substitute,PSV Eindhoven,4-3-3,1126165
194645,S. Sambo,D,,substitute,PSV Eindhoven,4-3-3,1126165
36905,G. Til,M,,substitute,PSV Eindhoven,4-3-3,1126165
18845,P. van Aanholt,D,,substitute,PSV Eindhoven,4-3-3,1126165
1598,José Luis Mendilibar,coach,,coach,Sevilla,4-2-3-1,1126165
19172,Ø. Nyland,G,1:1,holder,Sevilla,4-2-3-1,1126165
2054,Jesús Navas,D,2:4,holder,Sevilla,4-2-3-1,1126165
1489,N. Gudelj,D,2:3,holder,Sevilla,4-2-3-1,1126165
738,Sergio Ramos,D,2:2,holder,Sevilla,4-2-3-1,1126165
47329,Adrià Pedrosa,D,2:1,holder,Sevilla,4-2-3-1,1126165
452,Fernando,M,3:2,holder,Sevilla,4-2-3-1,1126165
149,I. Rakitić,M,3:1,holder,Sevilla,4-2-3-1,1126165
1911,L. Ocampos,M,4:3,holder,Sevilla,4-2-3-1,1126165
1650,Suso,M,4:2,holder,Sevilla,4-2-3-1,1126165
25458,D. Lukébakio,M,4:1,holder,Sevilla,4-2-3-1,1126165
47422,Y. En-Nesyri,F,5:1,holder,Sevilla,4-2-3-1,1126165
385,Óliver Torres,M,,substitute,Sevilla,4-2-3-1,1126165
957,D. Sow,M,,substitute,Sevilla,4-2-3-1,1126165
1493,M. Acuña,D,,substitute,Sevilla,4-2-3-1,1126165
182772,Juanlu Sánchez,M,,substitute,Sevilla,4-2-3-1,1126165
174918,L. Badé,D,,substitute,Sevilla,4-2-3-1,1126165
125331,F. Gattoni,D,,substitute,Sevilla,4-2-3-1,1126165
760,M. Díaz,F,,substitute,Sevilla,4-2-3-1,1126165
47389,Joan Jordán,M,,substitute,Sevilla,4-2-3-1,1126165
308346,Alberto Flores,G,,substitute,Sevilla,4-2-3-1,1126165
2813,M. Dmitrović,G,,substitute,Sevilla,4-2-3-1,1126165
47013,Rafa Mir,F,,substitute,Sevilla,4-2-3-1,1126165
22233,B. Soumaré,M,,substitute,Sevilla,4-2-3-1,1126165
5639,J. Neestrup,coach,,coach,FC Copenhagen,4-3-3,1126163
15573,K. Grabara,G,1:1,holder,FC Copenhagen,4-3-3,1126163
1283,P. Ankersen,D,2:4,holder,FC Copenhagen,4-3-3,1126163
1291,D. Vavro,D,2:3,holder,FC Copenhagen,4-3-3,1126163
31043,K. Diks,D,2:2,holder,FC Copenhagen,4-3-3,1126163
1173,B. Meling,D,2:1,holder,FC Copenhagen,4-3-3,1126163
2736,L. Lerager,M,3:3,holder,FC Copenhagen,4-3-3,1126163
1293,R. Falk,M,3:2,holder,FC Copenhagen,4-3-3,1126163
19300,Diogo Gonçalves,M,3:1,holder,FC Copenhagen,4-3-3,1126163
18946,M. Elyounoussi,F,4:3,holder,FC Copenhagen,4-3-3,1126163
2080,V. Claesson,F,4:2,holder,FC Copenhagen,4-3-3,1126163
42012,E. Achouri,F,4:1,holder,FC Copenhagen,4-3-3,1126163
338958,R. Bardghji,M,,substitute,FC Copenhagen,4-3-3,1126163
319469,V. Lund,D,,substitute,FC Copenhagen,4-3-3,1126163
48203,J. Larsson,F,,substitute,FC Copenhagen,4-3-3,1126163
61774,O. Óskarsson,F,,substitute,FC Copenhagen,4-3-3,1126163
16045,C. Sørensen,D,,substitute,FC Copenhagen,4-3-3,1126163
344762,A. Dithmer,G,,substitute,FC Copenhagen,4-3-3,1126163
339874,O. Højlund,M,,substitute,FC Copenhagen,4-3-3,1126163
311273,T. Sander,G,,substitute,FC Copenhagen,4-3-3,1126163
1287,N. Boilesen,D,,substitute,FC Copenhagen,4-3-3,1126163
289445,M. Tanlongo,M,,substitute,FC Copenhagen,4-3-3,1126163
40,T. Tuchel,coach,,coach,Bayern Munich,4-2-3-1,1126163
498,S. Ulreich,G,1:1,holder,Bayern Munich,4-2-3-1,1126163
545,N. Mazraoui,D,2:4,holder,Bayern Munich,4-2-3-1,1126163
1149,D. Upamecano,D,2:3,holder,Bayern Munich,4-2-3-1,1126163
2897,Kim Min-Jae,D,2:2,holder,Bayern Munich,4-2-3-1,1126163
509,A. Davies,D,2:1,holder,Bayern Munich,4-2-3-1,1126163
1157,K. Laimer,M,3:2,holder,Bayern Munich,4-2-3-1,1126163
502,J. Kimmich,M,3:1,holder,Bayern Munich,4-2-3-1,1126163
644,L. Sané,M,4:3,holder,Bayern Munich,4-2-3-1,1126163
181812,J. Musiala,M,4:2,holder,Bayern Munich,4-2-3-1,1126163
508,K. Coman,M,4:1,holder,Bayern Munich,4-2-3-1,1126163
184,H. Kane,F,5:1,holder,Bayern Munich,4-2-3-1,1126163
270510,M. Tel,F,,substitute,Bayern Munich,4-2-3-1,1126163
511,L. Goretzka,M,,substitute,Bayern Munich,4-2-3-1,1126163
522,T. Müller,F,,substitute,Bayern Munich,4-2-3-1,1126163
275,E. Choupo-Moting,F,,substitute,Bayern Munich,4-2-3-1,1126163
126530,Daniel Peretz,G,,substitute,Bayern Munich,4-2-3-1,1126163
8,Raphaël Guerreiro,D,,substitute,Bayern Munich,4-2-3-1,1126163
280335,F. Krätzig,M,,substitute,Bayern Munich,4-2-3-1,1126163
1915,B. Sarr,D,,substitute,Bayern Munich,4-2-3-1,1126163
2551,R. Garcia,coach,,coach,Napoli,4-3-3,1126166
312,A. Meret,G,1:1,holder,Napoli,4-3-3,1126166
31042,G. Di Lorenzo,D,2:4,holder,Napoli,4-3-3,1126166
18967,L. Østigård,D,2:3,holder,Napoli,4-3-3,1126166
195100,Natan,D,2:2,holder,Napoli,4-3-3,1126166
47254,M. Olivera,D,2:1,holder,Napoli,4-3-3,1126166
3406,F. Anguissa,M,3:3,holder,Napoli,4-3-3,1126166
47439,S. Lobotka,M,3:2,holder,Napoli,4-3-3,1126166
329,P. Zieliński,M,3:1,holder,Napoli,4-3-3,1126166
219,M. Politano,F,4:3,holder,Napoli,4-3-3,1126166
