offsides,games.minutes,games.number,games.position,games.rating,games.captain,games.substitute,shots.total,shots.on,goals.total,goals.conceded,goals.assists,goals.saves,passes.total,passes.key,passes.accuracy,tackles.total,tackles.blocks,tackles.interceptions,duels.total,duels.won,dribbles.attempts,dribbles.success,dribbles.past,fouls.drawn,fouls.committed,cards.yellow,cards.red,penalty.won,penalty.commited,penalty.scored,penalty.missed,penalty.saved,player.id,player.name,fixture.id
,90.0,1,G,7.5,False,False,,,,1,,4.0,27.0,,24,,,,,,,,,,,0,0,,,0,0,0.0,22157,Walter Benítez,1149520
,90.0,3,D,6.9,False,False,,,,0,,,39.0,2.0,31,2.0,,,7.0,2.0,1.0,,1.0,,1.0,0,0,,,0,0,,231,Jordan Teze,1149520
,90.0,22,D,6.7,False,False,,,,0,,,74.0,,69,,,,5.0,3.0,,,,1.0,1.0,0,0,,,0,0,,37890,Jerdy Schouten,1149520
,89.0,18,D,7.2,False,False,,,,0,,,72.0,,59,3.0,,,4.0,3.0,,,,,,0,0,,,0,0,,22160,Olivier Boscagli,1149520
,90.0,8,D,7,False,False,1.0,1.0,,0,,,46.0,,44,2.0,,,13.0,9.0,6.0,3.0,,4.0,1.0,0,0,,,0,0,,38735,Sergiño Dest,1149520
1.0,90.0,10,M,7.2,False,False,1.0,,,0,,,23.0,2.0,17,4.0,,2.0,16.0,8.0,4.0,,,4.0,,0,0,1.0,,0,0,,162037,Malik Tillman,1149520
,90.0,23,M,7,False,False,2.0,,,0,,,80.0,1.0,66,1.0,,1.0,6.0,3.0,1.0,1.0,1.0,,,0,0,,,0,0,,37749,Joey Veerman,1149520
,83.0,34,M,7.2,False,False,2.0,1.0,,0,,,27.0,1.0,20,1.0,,2.0,8.0,3.0,1.0,1.0,1.0,,2.0,0,0,,,0,0,,161897,Ismael Saibari,1149520
1.0,90.0,11,F,6.6,False,False,3.0,1.0,,0,,,30.0,1.0,24,,,2.0,5.0,2.0,2.0,,1.0,2.0,,0,0,,,0,0,,290549,Johan Bakayoko,1149520
,90.0,9,F,7.5,True,False,2.0,1.0,1.0,0,,,16.0,3.0,13,2.0,,,12.0,5.0,1.0,,,,1.0,0,0,,,1,0,,246,Luuk de Jong,1149520
,75.0,27,F,7.3,False,False,1.0,,,0,,,30.0,,26,1.0,,2.0,15.0,8.0,2.0,2.0,1.0,4.0,2.0,1,0,,,0,0,,248,Hirving Lozano,1149520
,15.0,14,F,6.7,False,True,,,,0,,,9.0,1.0,7,,,,,,,,,,,0,0,,,0,0,,73868,Ricardo Pepi,1149520
,14.0,17,D,6.2,False,True,,,,0,,,10.0,,8,,,,3.0,,1.0,,,,,0,0,,,0,0,,233,Mauro Júnior,1149520
,1.0,4,D,,False,True,,,,0,,,7.0,,4,,,,1.0,1.0,,,,,,0,0,,,0,0,,228,Armando Obispo,1149520
,,24,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,15277,Boy Waterman,1149520
,,16,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,36828,Joël Drommel,1149520
,,5,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,1085,André Ramalho,1149520
,,2,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,194645,Shurandy Sambo,1149520
,,30,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,18845,Patrick van Aanholt,1149520
,,26,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,313078,Isaac Babadi,1149520
,90.0,33,G,7.7,False,False,,,,1,,4.0,45.0,,38,,,,2.0,2.0,,,,,,0,0,,,0,0,0.0,26292,Alexander Meyer,1149520
,90.0,26,D,6.6,False,False,,,,0,,,43.0,,30,5.0,,1.0,19.0,10.0,2.0,1.0,2.0,2.0,3.0,0,0,,,0,0,,24845,Julian Ryerson,1149520
,90.0,15,D,6.6,False,False,,,,0,,,50.0,1.0,39,4.0,,,9.0,6.0,,,1.0,,2.0,0,0,,1.0,0,0,,501,Mats Hummels,1149520
,90.0,4,D,7,False,False,1.0,,,0,,,47.0,,39,3.0,,2.0,8.0,5.0,,,,1.0,1.0,1,0,,,0,0,,26243,Nico Schlotterbeck,1149520
,90.0,22,D,6.7,False,False,,,,0,,,31.0,1.0,20,3.0,,4.0,8.0,3.0,1.0,,,,1.0,1,0,,,0,0,,138816,Ian Maatsen,1149520
,90.0,20,M,7,False,False,,,,0,1.0,,30.0,1.0,22,1.0,1.0,,5.0,2.0,1.0,1.0,1.0,,1.0,0,0,,,0,0,,1159,Marcel Sabitzer,1149520
,90.0,23,M,6.3,True,False,,,,0,,,59.0,1.0,46,2.0,,2.0,10.0,3.0,,,2.0,1.0,3.0,0,0,,,0,0,,864,Emre Can,1149520
,82.0,21,M,7.9,False,False,5.0,4.0,1.0,0,,,13.0,,11,,,,8.0,6.0,4.0,3.0,,2.0,1.0,0,0,,,0,0,,249,Donyell Malen,1149520
,62.0,11,M,6.9,False,False,,,,0,,,19.0,1.0,15,1.0,1.0,,3.0,1.0,,,1.0,,1.0,0,0,,,0,0,,25,Marco Reus,1149520
1.0,68.0,10,M,6.5,False,False,,,,0,,,21.0,,15,2.0,,,7.0,2.0,,,,,,0,0,,,0,0,,18,Jadon Sancho,1149520
,82.0,14,F,6.3,False,False,1.0,,,0,,,12.0,,6,,,,7.0,2.0,,,,1.0,1.0,0,0,,,0,0,,25391,Niclas Füllkrug,1149520
,28.0,19,M,6.7,False,True,,,,0,,,14.0,,9,2.0,,,3.0,2.0,,,,,,0,0,,,0,0,,984,Julian Brandt,1149520
,22.0,17,M,7.3,False,True,1.0,1.0,,0,,,8.0,,5,2.0,,,4.0,3.0,,,,,1.0,0,0,,,0,0,,26,Marius Wolf,1149520
,8.0,6,M,6.3,False,True,,,,0,,,8.0,,6,,,,,,,,,,,0,0,,,0,0,,24807,Salih Özcan,1149520
,8.0,18,F,6.7,False,True,,,,0,,,7.0,,6,,,,2.0,1.0,,,,,,0,0,,,0,0,,161919,Youssoufa Moukoko,1149520
,,35,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,162502,Marcel Lotka,1149520
,,5,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,2194,Ramy Bensebaini,1149520
,,48,F,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,280368,Samuel Bamba,1149520
,,38,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,397740,Kjell-Arik Wätjen,1149520
,,43,F,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,286894,Jamie Bynoe-Gittens,1149520
,,16,F,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,368230,Julien Duranville,1149520
,90.0,1,G,6.9,False,False,,,,0,,,44.0,,39,,,,,,,,,,,0,0,,,0,0,0.0,2802,Yann Sommer,1149518
,90.0,28,D,7.2,False,False,,,,0,,,95.0,,88,,,1.0,6.0,3.0,1.0,,,1.0,2.0,0,0,,,0,0,,2725,Benjamin Pavard,1149518
,90.0,6,D,7.3,False,False,,,,0,,,85.0,,78,1.0,,,4.0,3.0,,,,,,0,0,,,0,0,,194,Stefan de Vrij,1149518
,90.0,95,D,7.5,False,False,1.0,,,0,,,58.0,1.0,51,,,3.0,4.0,2.0,1.0,1.0,,1.0,2.0,0,0,,,0,0,,31009,Alessandro Bastoni,1149518
,69.0,36,M,6.9,False,False,,,,0,,,38.0,,32,1.0,,1.0,5.0,3.0,,,2.0,,,0,0,,,0,0,,887,Matteo Darmian,1149518
,90.0,23,M,7.9,False,False,,,,0,,,76.0,4.0,66,4.0,1.0,1.0,10.0,7.0,1.0,,,1.0,,0,0,,,0,0,,30558,Nicolò Barella,1149518
,90.0,20,M,7.2,False,False,1.0,,,0,,,94.0,3.0,79,,,1.0,4.0,,,,1.0,,1.0,0,0,,,0,0,,1640,Hakan Çalhanoğlu,1149518
,72.0,22,M,7,False,False,,,,0,,,37.0,,32,2.0,,4.0,9.0,5.0,,,,3.0,2.0,0,0,,,0,0,,1457,Henrikh Mkhitaryan,1149518
,69.0,32,M,7,False,False,,,,0,,,31.0,1.0,25,,,,3.0,2.0,2.0,1.0,,,,0,0,,,0,0,,31010,Federico Dimarco,1149518
,45.0,9,F,7.2,False,False,2.0,1.0,,0,,,8.0,2.0,7,,,1.0,5.0,3.0,1.0,1.0,,,1.0,0,0,,,0,0,,21509,Marcus Thuram,1149518
,88.0,10,F,7.7,True,False,4.0,3.0,,0,,,20.0,,14,1.0,,,12.0,10.0,3.0,1.0,,5.0,,0,0,,,0,0,,217,Lautaro Martínez,1149518
,45.0,8,F,6.9,False,True,4.0,1.0,1.0,0,,,7.0,,7,,,,6.0,5.0,1.0,1.0,,2.0,,0,0,,,0,0,,18830,Marko Arnautović,1149518
,21.0,2,D,6.6,False,True,,,,0,,,7.0,,4,,,,3.0,2.0,3.0,2.0,,,,0,0,,,0,0,,226,Denzel Dumfries,1149518
,21.0,30,D,6.9,False,True,,,,0,,,7.0,,6,,,,1.0,,,,,,1.0,1,0,,,0,0,,10238,Carlos Augusto,1149518
,18.0,16,M,7,False,True,,,,0,,,7.0,2.0,7,,,,5.0,3.0,,,,1.0,1.0,1,0,,,0,0,,31173,Davide Frattesi,1149518
,2.0,70,F,,False,True,,,,0,,,1.0,,1,,,,3.0,1.0,,,,1.0,,0,0,,,0,0,,910,Alexis Sánchez,1149518
,,77,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,30441,Emil Audero,1149518
,,12,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,91488,Raffaele Di Gennaro,1149518
,,31,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,24953,Yann Bisseck,1149518
,,17,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,51016,Tajon Buchanan,1149518
,,21,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,275776,Kristjan Asllani,1149518
,,14,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,25321,Davy Klaassen,1149518
,,50,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,342230,Aleksandar Stanković,1149518
,90.0,13,G,7.3,False,False,,,,1,,4.0,14.0,,8,,,,1.0,1.0,,,,1.0,,0,0,,,0,0,0.0,29,Jan Oblak,1149518
,90.0,20,D,7.2,False,False,,,,0,,,42.0,,37,1.0,3.0,4.0,8.0,3.0,,,,,2.0,0,0,,,0,0,,20,Axel Witsel,1149518
,45.0,2,D,6.9,False,False,,,,0,,,24.0,,23,,1.0,1.0,5.0,2.0,,,,1.0,,0,0,,,0,0,,31,José María Giménez,1149518
,68.0,22,D,6.5,False,False,1.0,,,0,,,38.0,,30,,,,2.0,,,,2.0,,,1,0,,,0,0,,2669,Mario Hermoso,1149518
,68.0,16,M,6.9,False,False,,,,0,,,30.0,,24,2.0,,2.0,5.0,3.0,,,1.0,1.0,,0,0,,,0,0,,6503,Nahuel Molina,1149518
,90.0,5,M,7.2,False,False,,,,0,,,70.0,3.0,58,2.0,,,5.0,2.0,,,1.0,,2.0,0,0,,,0,0,,2472,Rodrigo de Paul,1149518
,90.0,6,M,6.9,True,False,1.0,,,0,,,77.0,1.0,71,,,,4.0,,1.0,,,,1.0,1,0,,,0,0,,50,Koke,1149518
,54.0,8,M,6.7,False,False,,,,0,,,21.0,,13,1.0,,,6.0,3.0,,,,,1.0,0,0,,,0,0,,48,Saúl Ñíguez,1149518
,90.0,12,M,6.9,False,False,3.0,,,0,,,33.0,,29,1.0,,1.0,12.0,4.0,4.0,2.0,2.0,1.0,,0,0,,,0,0,,126936,Samuel Lino,1149518
,90.0,14,F,6.9,False,False,,,,0,,,32.0,1.0,24,1.0,,1.0,3.0,3.0,,,,2.0,,0,0,,,0,0,,753,Marcos Llorente,1149518
,78.0,7,F,7,False,False,,,,0,,,50.0,1.0,45,2.0,,1.0,9.0,4.0,2.0,,,2.0,2.0,0,0,,,0,0,,56,Antoine Griezmann,1149518
,45.0,15,D,6.2,False,True,,,,0,,,13.0,,12,1.0,,1.0,8.0,1.0,,,,,4.0,1,0,,,0,0,,39,Stefan Savić,1149518
,36.0,19,F,6.3,False,True,1.0,,,0,,,7.0,,4,1.0,,,5.0,2.0,1.0,,,,2.0,1,0,,,0,0,,59,Álvaro Morata,1149518
,22.0,23,D,6.2,False,True,,,,0,,,14.0,,11,1.0,2.0,2.0,1.0,1.0,,,,,,0,0,,,0,0,,22225,Reinildo Mandava,1149518
,22.0,24,M,6.7,False,True,,,,0,,,12.0,,11,,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,1.0,0,0,,,0,0,,336594,Pablo Barrios,1149518
,12.0,10,F,6.9,False,True,,,,0,,,3.0,1.0,3,,,,2.0,1.0,,,,1.0,1.0,0,0,,,0,0,,53,Ángel Correa,1149518
,,1,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,42642,Horațiu Moldovan,1149518
,,31,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,333379,Antonio Gomis,1149518
,,4,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,915,Gabriel Paulista,1149518
,,17,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,136117,Rodrigo Riquelme,1149518
,,18,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,340154,Arthur Vermeeren,1149518
,,9,F,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,667,Memphis Depay,1149518
,90.0,99,G,6.6,False,False,,,,0,,,49.0,,25,,,,1.0,1.0,,,,,,0,0,,,0,0,0.0,369,Diogo Costa,1149522
,90.0,23,D,7,False,False,,,,0,,,28.0,,19,5.0,,1.0,13.0,7.0,1.0,,2.0,,,0,0,,,0,0,,41734,João Mário,1149522
,90.0,3,D,7.2,True,False,,,,0,,,40.0,,34,3.0,,1.0,7.0,5.0,,,1.0,2.0,1.0,0,0,,,0,0,,373,Pepe,1149522
,90.0,31,D,7.5,False,False,,,,0,1.0,,42.0,1.0,34,2.0,2.0,,4.0,3.0,,,,1.0,,0,0,,,0,0,,266013,Otávio,1149522
,89.0,18,D,7.5,False,False,,,,0,,,18.0,,17,3.0,,2.0,11.0,8.0,2.0,1.0,,3.0,2.0,0,0,,,0,0,,970,Wendell,1149522
,90.0,22,M,6.9,False,False,,,,0,,,28.0,,25,2.0,,3.0,6.0,3.0,1.0,,,1.0,1.0,0,0,,,0,0,,278375,Alan Varela,1149522
,81.0,16,M,6.9,False,False,2.0,,,0,,,16.0,,13,,,1.0,5.0,2.0,1.0,1.0,,1.0,2.0,1,0,,,0,0,,161933,Nicolás González,1149522
,85.0,10,M,6.6,False,False,,,,0,,,14.0,1.0,9,1.0,,,9.0,4.0,,,1.0,3.0,3.0,1,0,,,0,0,,161585,Francisco Conceição,1149522
,90.0,11,M,6.9,False,False,,,,0,,,16.0,2.0,12,,,,12.0,7.0,2.0,1.0,1.0,5.0,1.0,0,0,,,0,0,,10500,Pepê,1149522
,90.0,13,M,6.7,False,False,3.0,1.0,1.0,0,,,8.0,,4,,,,6.0,2.0,2.0,,,2.0,1.0,0,0,,,0,0,,41197,Wenderson Galeno,1149522
,85.0,30,F,6.7,False,False,1.0,1.0,,0,,,14.0,,13,1.0,,,12.0,5.0,2.0,,1.0,3.0,3.0,0,0,,,0,0,,152856,Evanilson,1149522
,9.0,17,M,6.9,False,True,,,,0,,,,,,,,,2.0,1.0,,,,1.0,,0,0,,,0,0,,46828,Iván Jaime,1149522
,11.0,29,F,6.3,False,True,,,,0,,,,,,,,,1.0,,,,,,,0,0,,,0,0,,47181,Toni Martínez,1149522
,11.0,70,F,6.3,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,128385,Gonçalo Borges,1149522
,1.0,6,M,,False,True,,,,0,,,1.0,,1,,,,,,,,,,,0,0,,,0,0,,35570,Stephen Eustaquio,1149522
,,14,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,41432,Cláudio Ramos,1149522
,,2,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,41208,Fábio Cardoso,1149522
,,97,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,41964,Zé Pedro,1149522
,,15,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,2878,Jorge Sánchez,1149522
,,28,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,41730,Romário Baró,1149522
,,8,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,25350,Marko Grujić,1149522
,,20,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,130256,André Franco,1149522
,,19,F,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,19625,Danny Namaso,1149522
,90.0,22,G,6.6,False,False,,,,1,,1.0,15.0,,8,,,,1.0,1.0,,,,,,0,0,,,0,0,0.0,19465,David Raya,1149522
,90.0,4,D,6.3,False,False,,,,0,,,44.0,,38,1.0,,1.0,6.0,3.0,,,,1.0,3.0,0,0,,,0,0,,19959,Benjamin White,1149522
,90.0,2,D,6.3,False,False,1.0,,,0,,,88.0,,79,1.0,,1.0,3.0,1.0,,,,,2.0,0,0,,,0,0,,22090,William Saliba,1149522
,90.0,6,D,6.9,False,False,1.0,,,0,,,75.0,,70,1.0,1.0,,8.0,4.0,,,,1.0,2.0,0,0,,,0,0,,22224,Gabriel Magalhães,1149522
,90.0,15,D,6.2,False,False,,,,0,,,44.0,,40,,,,8.0,2.0,1.0,1.0,1.0,,5.0,1,0,,,0,0,,61431,Jakub Kiwior,1149522
,90.0,8,M,6.9,True,False,1.0,,,0,,,47.0,,45,,,1.0,10.0,4.0,,,,3.0,1.0,0,0,,,0,0,,37127,Martin Ødegaard,1149522
,90.0,41,M,7.3,False,False,,,,0,,,76.0,1.0,65,4.0,1.0,3.0,11.0,7.0,1.0,1.0,1.0,2.0,2.0,1,0,,,0,0,,2937,Declan Rice,1149522
,90.0,29,M,6.9,False,False,1.0,,,0,,,28.0,1.0,25,1.0,,,8.0,5.0,1.0,,1.0,2.0,1.0,1,0,,,0,0,,978,Kai Havertz,1149522
,90.0,7,F,7.2,False,False,,,,0,,,28.0,2.0,25,,,,6.0,3.0,1.0,1.0,,2.0,2.0,0,0,,,0,0,,1460,Bukayo Saka,1149522
,74.0,19,F,6.7,False,False,1.0,,,0,,,12.0,1.0,9,1.0,,,6.0,3.0,1.0,,,2.0,1.0,0,0,,,0,0,,1946,Leandro Trossard,1149522
,90.0,11,F,6.2,False,False,,,,0,,,26.0,,18,3.0,,,20.0,7.0,8.0,3.0,,1.0,3.0,0,0,,,0,0,,127769,Gabriel Martinelli,1149522
,16.0,20,M,6.7,False,True,,,,0,,,11.0,,8,1.0,,2.0,2.0,1.0,,,,,,0,0,,,0,0,,2289,Jorginho,1149522
,,1,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,20355,Aaron Ramsdale,1149522
,,31,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,169295,Karl Hein,1149522
,,17,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,190,Cédric Soares,1149522
,,21,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,41725,Fábio Vieira,1149522
,,25,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,1452,Mohamed Elneny,1149522
,,73,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,284502,James Sweet,1149522
,,79,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,402329,Ayden Heaven,1149522
,,10,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,1161,Emile Smith Rowe,1149522
,,63,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,313236,Ethan Nwaneri,1149522
,,24,F,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,727,Reiss Nelson,1149522
,,14,F,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,1468,Edward Nketiah,1149522
,90.0,1,G,7.6,False,False,,,,1,,5.0,34.0,,26,,,,,,,,,,,0,0,,,0,0,0.0,312,Alex Meret,1149524
,90.0,22,D,6.5,True,False,,,,0,,,55.0,,41,1.0,,,11.0,5.0,2.0,,2.0,1.0,,0,0,,,0,0,,31042,Giovanni Di Lorenzo,1149524
,90.0,13,D,7.2,False,False,,,,0,,,60.0,,55,,,4.0,8.0,5.0,1.0,1.0,,2.0,2.0,0,0,,,0,0,,1314,Amir Rrahmani,1149524
,90.0,5,D,6.6,False,False,,,,0,,,52.0,,48,1.0,,3.0,9.0,3.0,,,,,4.0,0,0,,,0,0,,774,Juan Jesus,1149524
,90.0,17,D,7.5,False,False,,,,0,,,51.0,1.0,43,5.0,,4.0,14.0,10.0,,,1.0,,,0,0,,,0,0,,47254,Mathías Olivera,1149524
,90.0,99,M,7.3,False,False,1.0,,,0,1.0,,50.0,1.0,46,2.0,,1.0,7.0,3.0,,,2.0,1.0,,0,0,,,0,0,,3406,Frank Anguissa,1149524
,90.0,68,M,7.2,False,False,,,,0,,,42.0,,38,2.0,,1.0,5.0,3.0,,,,1.0,,0,0,,,0,0,,47439,Stanislav Lobotka,1149524
,68.0,24,M,6.2,False,False,,,,0,,,28.0,,18,1.0,,,7.0,2.0,1.0,,1.0,,1.0,0,0,,,0,0,,15797,Jens Cajuste,1149524
1.0,77.0,21,F,6.9,False,False,1.0,,,0,,,28.0,,20,1.0,,,8.0,4.0,,,3.0,2.0,,0,0,,,0,0,,219,Matteo Politano,1149524
3.0,77.0,9,F,7.3,False,False,1.0,1.0,1.0,0,,,9.0,,5,,1.0,,12.0,4.0,1.0,,,3.0,,0,0,,,0,0,,2780,Victor Osimhen,1149524
,68.0,77,F,6.7,False,False,,,,0,,,19.0,,14,,,,10.0,6.0,2.0,2.0,,3.0,,0,0,,,0,0,,483,Khvicha Kvaratskhelia,1149524
,22.0,8,M,6.6,False,True,,,,0,,,14.0,1.0,10,,,1.0,3.0,,,,,,2.0,0,0,,,0,0,,31057,Hamed Junior Traorè,1149524
,22.0,29,M,7,False,True,,,,0,,,12.0,,9,2.0,,,5.0,4.0,1.0,1.0,,1.0,,0,0,,,0,0,,15884,Jesper Lindstrøm,1149524
,13.0,81,F,6.7,False,True,,,,0,,,10.0,,6,,,,1.0,,,,,,1.0,0,0,,,0,0,,30543,Giacomo Raspadori,1149524
,13.0,18,F,6.9,False,True,1.0,,,0,,,2.0,,1,,,1.0,2.0,1.0,1.0,1.0,,,1.0,0,0,,,0,0,,30414,Giovanni Simeone,1149524
,,14,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,32172,Nikita Contini,1149524
,,95,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,30418,Pierluigi Gollini,1149524
,,55,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,18967,Leo Østigård,1149524
,,3,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,195100,Natan,1149524
,,6,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,322,Mário Rui,1149524
,,30,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,31390,Pasquale Mazzocchi,1149524
,90.0,1,G,6.7,True,False,,,,1,,,37.0,,29,,,,,,,,,,,0,0,,,0,0,0.0,127,Marc-André ter Stegen,1149524
,90.0,23,D,7.2,False,False,,,,0,,,49.0,,39,3.0,,1.0,12.0,7.0,,,1.0,,2.0,0,0,,,0,0,,1257,Jules Koundé,1149524
,90.0,4,D,7.5,False,False,,,,0,,,59.0,,52,2.0,1.0,2.0,6.0,5.0,,,,,,0,0,,,0,0,,101814,Ronald Araújo,1149524
,90.0,5,D,6.9,False,False,,,,0,,,61.0,,54,1.0,,,6.0,3.0,,,,,3.0,1,0,,,0,0,,2670,Iñigo Martínez,1149524
,90.0,2,D,7.3,False,False,,,,0,,,48.0,1.0,42,1.0,,4.0,12.0,7.0,6.0,5.0,,,1.0,0,0,,,0,0,,855,João Cancelo,1149524
,90.0,22,M,7.9,False,False,4.0,2.0,,0,,,36.0,3.0,32,,,1.0,7.0,4.0,1.0,1.0,,2.0,1.0,0,0,,,0,0,,633,İlkay Gündoğan,1149524
,86.0,15,M,6.3,False,False,,,,0,,,30.0,,25,,,,8.0,4.0,,,,2.0,3.0,1,0,,,0,0,,2282,Andreas Christensen,1149524
,90.0,21,M,7,False,False,,,,0,,,75.0,1.0,71,2.0,,1.0,10.0,4.0,,,2.0,2.0,2.0,1,0,,,0,0,,538,Frenkie de Jong,1149524
,80.0,27,F,7.2,False,False,2.0,1.0,,0,,,27.0,2.0,20,2.0,,1.0,16.0,6.0,4.0,1.0,2.0,2.0,1.0,0,0,,,0,0,,386828,Lamine Yamal,1149524
1.0,90.0,9,F,7.9,False,False,4.0,2.0,1.0,0,,,15.0,1.0,9,,1.0,,13.0,6.0,,,,2.0,,0,0,,,0,0,,521,Robert Lewandowski,1149524
,86.0,8,F,7.9,False,False,1.0,1.0,,0,1.0,,43.0,2.0,36,3.0,,1.0,8.0,5.0,2.0,1.0,,1.0,1.0,0,0,,,0,0,,133609,Pedri,1149524
,10.0,11,F,6.3,False,True,,,,0,,,4.0,,3,,,,2.0,,,,,,,0,0,,,0,0,,1496,Raphinha,1149524
,9.0,18,M,6.7,False,True,,,,0,,,8.0,,7,,,,,,,,,,,0,0,,,0,0,,18949,Oriol Romeu,1149524
,9.0,14,F,6.3,False,True,,,,0,,,3.0,,2,,,,2.0,1.0,2.0,1.0,,,,0,0,,,0,0,,583,João Félix,1149524
,,13,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,126,Iñaki Peña,1149524
,,26,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,336653,Ander Astralaga,1149524
,,39,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,386859,Hector Fort,1149524
,,20,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,137,Sergi Roberto,1149524
,,33,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,396623,Pau Cubarsí,1149524
,,30,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,329728,Marc Casadó,1149524
,,32,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,340626,Fermín López,1149524
,,38,F,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,392270,Marc Guiu,1149524
,,19,F,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,340279,Vitor Roque,1149524
,90.0,1,G,6.9,True,False,,,,0,,,34.0,,29,,,,,,,,,,,0,0,,,0,0,0.0,497,Manuel Neuer,1149517
,90.0,6,D,8,False,False,,,,0,,,65.0,4.0,59,1.0,,1.0,6.0,3.0,2.0,2.0,,,3.0,0,0,,,0,0,,502,Joshua Kimmich,1149517
,90.0,4,D,7.9,False,False,1.0,,,0,1.0,,106.0,1.0,100,,1.0,1.0,3.0,2.0,,,,,1.0,0,0,,,0,0,,532,Matthijs de Ligt,1149517
,90.0,15,D,7.2,False,False,1.0,,,0,,,89.0,,85,,,2.0,,,,,,,,0,0,,,0,0,,175,Eric Dier,1149517
,78.0,22,D,8.2,False,False,2.0,,,0,1.0,,58.0,3.0,50,,,1.0,1.0,1.0,,,,1.0,,0,0,,,0,0,,8,Raphaël Guerreiro,1149517
