offsides,games.minutes,games.number,games.position,games.rating,games.captain,games.substitute,shots.total,shots.on,goals.total,goals.conceded,goals.assists,goals.saves,passes.total,passes.key,passes.accuracy,tackles.total,tackles.blocks,tackles.interceptions,duels.total,duels.won,dribbles.attempts,dribbles.success,dribbles.past,fouls.drawn,fouls.committed,cards.yellow,cards.red,penalty.won,penalty.commited,penalty.scored,penalty.missed,penalty.saved,player.id,player.name,fixture.id
,,27,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,26848,Giannis Kotsiras,1102897
,,24,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,328618,Georgios Sideras,1102897
,,14,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,38692,Erik Palmer-Brown,1102897
,,18,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,3575,Enis Çokaj,1102897
,,34,F,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,6252,Sebastián Palacios,1102897
,90.0,16,G,6.2,False,False,,,,1,,,22.0,,13,,,,,,,,,,,0,0,,,0,0,0.0,1557,Pau López,1102897
,90.0,7,D,6.6,False,False,1.0,,,0,,,31.0,,18,1.0,,1.0,5.0,5.0,,,,2.0,,0,0,,,0,0,,25008,Jonathan Clauss,1102897
,90.0,4,D,7.2,True,False,,,,0,,,29.0,,21,,3.0,2.0,6.0,5.0,,,,2.0,,0,0,,,0,0,,1775,Samuel Gigot,1102897
,90.0,5,D,7.2,False,False,,,,0,,,39.0,,31,4.0,1.0,4.0,10.0,6.0,2.0,,,1.0,1.0,1,0,,,0,0,,6,Leonardo Balerdi,1102897
,90.0,12,D,6.9,False,False,,,,0,,,29.0,1.0,17,1.0,,1.0,2.0,1.0,,,,,1.0,0,0,,,0,0,,10122,Renan Lodi,1102897
,75.0,23,M,7,False,False,,,,0,,,11.0,,4,1.0,,2.0,7.0,5.0,2.0,2.0,,2.0,1.0,0,0,,,0,0,,2218,Ismaïla Sarr,1102897
,85.0,27,M,6.6,False,False,,,,0,,,27.0,,19,2.0,,3.0,9.0,3.0,,,1.0,1.0,3.0,0,0,,,0,0,,30409,Jordan Veretout,1102897
,65.0,19,M,6.3,False,False,,,,0,,,26.0,,21,3.0,,,11.0,5.0,1.0,,,1.0,2.0,2,1,,,0,0,,926,Geoffrey Kondogbia,1102897
,67.0,8,M,6.3,False,False,1.0,1.0,,0,,,14.0,,13,,,2.0,12.0,4.0,5.0,2.0,1.0,2.0,,0,0,,,0,0,,129678,Azzedine Ounahi,1102897
1.0,75.0,29,F,6.3,False,False,,,,0,,,18.0,1.0,10,1.0,,,5.0,2.0,2.0,,,1.0,1.0,1,0,,,0,0,,18592,Iliman Ndiaye,1102897
1.0,86.0,10,F,6.2,False,False,1.0,,,0,,,14.0,,10,,,1.0,3.0,,,,,,2.0,0,0,,,0,0,,1465,Pierre-Emerick Aubameyang,1102897
,23.0,21,M,6.9,False,True,,,,0,,,6.0,,5,1.0,1.0,1.0,4.0,3.0,1.0,1.0,,1.0,1.0,0,0,,,0,0,,21102,Valentin Rongier,1102897
,15.0,11,M,6.3,False,True,,,,0,,,3.0,,,3.0,,,9.0,5.0,2.0,,,2.0,1.0,0,0,,,0,0,,412,Amine Harit,1102897
,15.0,24,F,6.3,False,True,,,,0,,,5.0,,2,,,,1.0,,,,,,,0,0,,,0,0,,387533,François Régis Mughe,1102897
,13.0,6,M,6.6,False,True,,,,0,,,4.0,,3,1.0,,1.0,2.0,2.0,,,,1.0,,0,0,,,0,0,,1454,Mattéo Guendouzi,1102897
,12.0,99,D,6.3,False,True,,,,0,,,2.0,,1,,,,,,,,,,,0,0,,,0,0,,375,Chancel Mbemba,1102897
,,36,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,47426,Rubén Blanco,1102897
,,1,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,145060,Simon Ngapandouetnbu,1102897
,,95,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,195893,Souleymane Isaak Touré,1102897
,,34,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,283216,Bilal Nadir,1102897
,,37,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,343211,Emran Soglo,1102897
,,9,F,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,281408,Vitinha,1102897
,,17,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,785,Cengiz Ünder,1102897
,90.0,82,G,6.9,False,False,,,,2,,3.0,27.0,,23,,,,,,,,,,,0,0,,,0,0,0.0,336,Milan Borjan,1104347
,87.0,25,D,6.6,False,False,,,,0,,,37.0,2.0,29,,,1.0,4.0,2.0,2.0,2.0,1.0,,,0,0,,,0,0,,66245,Lukáš Pauschek,1104347
,90.0,4,D,6.9,False,False,1.0,,,0,,,55.0,,48,,2.0,1.0,2.0,,,,1.0,,1.0,0,0,,,0,0,,51171,Guram Kashia,1104347
,90.0,12,D,6.7,False,False,1.0,,,0,,,53.0,,47,1.0,1.0,,2.0,1.0,,,1.0,,,0,0,,,0,0,,61149,Kenan Bajrić,1104347
,90.0,36,D,7,False,False,1.0,1.0,,0,,,59.0,4.0,46,3.0,,4.0,11.0,4.0,2.0,,3.0,1.0,2.0,0,0,,,0,0,,1385,Lucas Lovat,1104347
,90.0,33,M,6.9,True,False,,,,0,,,54.0,,45,3.0,,1.0,16.0,8.0,5.0,2.0,3.0,3.0,1.0,0,0,,,0,0,,31023,Juraj Kucka,1104347
,75.0,88,M,6.7,False,False,,,,0,,,51.0,,45,1.0,,,10.0,6.0,3.0,2.0,1.0,3.0,,0,0,,,0,0,,68198,Kyriakos Savvidis,1104347
,90.0,20,M,7.2,False,False,2.0,,,0,,,62.0,1.0,53,1.0,,1.0,18.0,9.0,2.0,1.0,2.0,7.0,2.0,0,0,,,0,0,,55945,Jaba Kankava,1104347
,90.0,77,F,6.7,False,False,,,,0,,,23.0,1.0,14,,,,11.0,5.0,4.0,2.0,2.0,3.0,1.0,0,0,,,0,0,,61157,Aleksandar Čavrić,1104347
,74.0,15,F,7.3,False,False,2.0,1.0,,0,,,14.0,,12,,,,6.0,5.0,3.0,3.0,,2.0,,0,0,,,0,0,,141620,Malik Abubakari,1104347
,63.0,23,F,6.3,False,False,1.0,1.0,,0,,,17.0,,14,,,,8.0,,1.0,,2.0,,2.0,0,0,,,0,0,,131516,Sharani Zuberu,1104347
,27.0,11,M,7,False,True,1.0,1.0,,0,,,16.0,1.0,13,2.0,,,9.0,6.0,3.0,2.0,,2.0,,0,0,,,0,0,,56132,Tigran Barseghyan,1104347
,16.0,13,F,6.7,False,True,,,,0,,,3.0,1.0,3,,,,,,,,,,,0,0,,,0,0,,61156,David Strelec,1104347
,15.0,24,M,6.3,False,True,,,,0,,,14.0,,10,,,,3.0,1.0,2.0,,,,,0,0,,,0,0,,14677,Marko Tolić,1104347
,9.0,8,M,6.3,False,True,,,,0,,,4.0,,3,,,,,,,,,,,0,0,,,0,0,,1248,Jaromír Zmrhal,1104347
,,35,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,308907,Adam Hrdina,1104347
,,31,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,128446,Martin Trnovský,1104347
,,28,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,2975,César Blackman,1104347
,,6,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,25374,Kevin Wimmer,1104347
,,5,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,28466,Richard Križan,1104347
,,26,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,162281,Filip Lichý,1104347
,,18,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,383041,Nino Marcelli,1104347
,,3,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,47539,Uche Agbo,1104347
,90.0,16,G,7.9,False,False,,,,1,,4.0,28.0,1.0,25,,,,2.0,2.0,,,,,,0,0,,,0,0,0.0,111326,Itamar Nitzan,1104347
,90.0,2,D,6.9,False,False,,,,0,,,35.0,,24,,,3.0,5.0,3.0,2.0,2.0,1.0,,1.0,0,0,,,0,0,,48144,Daniel Sundgren,1104347
,90.0,30,D,7,False,False,,,,0,,,43.0,,37,,1.0,1.0,5.0,5.0,3.0,3.0,,1.0,,0,0,,,0,0,,8450,Abdoulaye Seck,1104347
,90.0,3,D,7.2,False,False,,,,0,,,58.0,1.0,48,,3.0,1.0,1.0,1.0,,,,1.0,,1,0,,,0,0,,111335,Sean Goldberg,1104347
,90.0,27,D,7.5,False,False,,,,0,1.0,,34.0,1.0,28,2.0,1.0,4.0,11.0,6.0,3.0,2.0,1.0,1.0,2.0,1,0,,,0,0,,107199,Pierre Cornud,1104347
,63.0,25,M,6.9,False,False,1.0,1.0,,0,,,12.0,,8,2.0,1.0,1.0,11.0,5.0,4.0,1.0,,1.0,3.0,0,0,,,0,0,,338735,Anan Khalaili,1104347
,90.0,4,M,7.2,False,False,,,,0,,,51.0,1.0,43,3.0,,2.0,13.0,7.0,4.0,3.0,3.0,1.0,2.0,0,0,,,0,0,,126500,Ali Mohamed,1104347
,90.0,26,M,7,False,False,,,,0,,,29.0,1.0,20,6.0,,2.0,16.0,9.0,1.0,1.0,3.0,1.0,3.0,0,0,,,0,0,,136155,Mahmoud Jaber,1104347
1.0,63.0,8,M,6.6,True,False,1.0,1.0,,0,,,13.0,,12,2.0,,1.0,10.0,3.0,1.0,1.0,4.0,,2.0,0,0,,,0,0,,110987,Dolev Haziza,1104347
,79.0,91,F,8.2,False,False,1.0,1.0,1.0,0,1.0,,28.0,2.0,24,3.0,,,8.0,4.0,2.0,1.0,,,4.0,0,0,,,0,0,,12939,Dia Saba,1104347
1.0,90.0,9,F,7.2,False,False,2.0,2.0,1.0,0,,,15.0,1.0,8,,,,8.0,5.0,1.0,1.0,,3.0,3.0,0,0,,,0,0,,8601,Frantzdy Pierrot,1104347
,27.0,21,F,6.2,False,True,1.0,,,0,,,7.0,,4,,,,2.0,,,,1.0,,,0,0,,,0,0,,111277,Dean David,1104347
,27.0,17,F,6.6,False,True,,,,0,,,5.0,,3,1.0,,1.0,3.0,2.0,1.0,1.0,,,2.0,0,0,,,0,0,,163338,Suf Podgoreanu,1104347
,11.0,11,M,6.5,False,True,,,,0,,,7.0,,6,1.0,,,5.0,1.0,,,1.0,,2.0,0,0,,,0,0,,8461,Lior Refaelov,1104347
,,40,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,163580,Shareef Keouf,1104347
,,23,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,105846,Maor Kandil,1104347
,,15,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,126540,Ori Dahan,1104347
,,55,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,56005,Rami Gershon,1104347
,,31,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,345208,Roey Elimelech,1104347
,,18,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,110541,Goni Naor,1104347
,,34,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,386313,Hamza Shibli,1104347
,,28,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,304334,Ilay Hajaj,1104347
,,19,F,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,260871,Erik Shuranov,1104347
,90.0,1,G,6.9,False,False,,,,1,,3.0,20.0,,16,,,,,,,,,,,0,0,,,0,0,0.0,2930,Jack Butland,1104357
,90.0,2,D,8,True,False,1.0,1.0,1.0,0,,,72.0,2.0,63,1.0,1.0,,7.0,4.0,1.0,,1.0,,1.0,0,0,,,1,0,,1744,James Tavernier,1104357
,90.0,6,D,7,False,False,,,,0,,,73.0,,63,1.0,,1.0,8.0,6.0,2.0,1.0,,1.0,,0,0,,,0,0,,1740,Connor Goldson,1104357
,90.0,5,D,6.9,False,False,,,,0,,,70.0,,65,,,,6.0,3.0,1.0,1.0,,1.0,2.0,1,0,,,0,0,,44865,John Souttar,1104357
,90.0,31,D,6.9,False,False,,,,0,,,39.0,3.0,27,,,1.0,5.0,3.0,,,1.0,1.0,,0,0,,,0,0,,1738,Borna Barišić,1104357
,89.0,43,M,7.5,False,False,1.0,,,0,,,61.0,3.0,57,5.0,,,11.0,5.0,,,,,2.0,0,0,,,0,0,,2120,Nicolas Raskin,1104357
,77.0,8,M,7.2,False,False,,,,0,,,80.0,1.0,70,2.0,1.0,1.0,2.0,2.0,,,,,,0,0,,,0,0,,1753,Ryan Jack,1104357
1.0,90.0,13,M,7.7,False,False,,,,0,,,75.0,1.0,69,4.0,,,15.0,10.0,2.0,,,5.0,2.0,1,0,1.0,,0,0,,19072,Todd Cantwell,1104357
,78.0,14,F,7,False,False,5.0,1.0,,0,,,40.0,,29,5.0,,,16.0,9.0,2.0,1.0,3.0,1.0,2.0,0,0,,,0,0,,36987,Sam Lammers,1104357
,89.0,9,F,7.5,False,False,2.0,2.0,1.0,0,,,27.0,3.0,16,,,,7.0,3.0,,,,,4.0,0,0,,1.0,0,0,,37186,Cyriel Dessers,1104357
,66.0,99,F,7,False,False,3.0,2.0,,0,,,16.0,,10,2.0,,,6.0,3.0,1.0,,,,,0,0,,,0,0,,553,Danilo,1104357
1.0,24.0,19,F,7,False,True,3.0,1.0,,0,,,7.0,,3,,,,6.0,2.0,,,,,3.0,0,0,,,0,0,,277191,Abdallah Sima,1104357
,13.0,15,M,7.3,False,True,,,,0,,,22.0,,15,2.0,,,6.0,5.0,2.0,2.0,,,1.0,0,0,,,0,0,,16776,José Cifuentes,1104357
,12.0,20,M,6.9,False,True,1.0,1.0,,0,,,8.0,,7,1.0,,,2.0,1.0,1.0,,,,,0,0,,,0,0,,19100,Kieran Dowell,1104357
,11.0,23,M,6.3,False,True,,,,0,,,1.0,,1,,,,,,,,,,,0,0,,,0,0,,45049,Scott Wright,1104357
,11.0,7,M,6.7,False,True,,,,0,,,3.0,1.0,3,,,,1.0,,,,,,,0,0,,,0,0,,43084,Ianis Hagi,1104357
,,28,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,45177,Robby McCrorie,1104357
,,32,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,138415,Kieran Wright,1104357
,,27,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,2767,Leon Balogun,1104357
,,38,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,162284,Leon King,1104357
,,21,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,19990,Dujon Sterling,1104357
,,44,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,308809,Adam Devine,1104357
,,4,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,19104,John Lundstram,1104357
,90.0,1,G,7.9,False,False,,,,2,,6.0,34.0,,11,,,,,,,,,,,0,0,,,0,0,0.0,15423,Joel Mall,1104357
,90.0,33,D,6.3,False,False,,,,0,,,28.0,,14,,1.0,1.0,10.0,3.0,,,1.0,3.0,1.0,0,0,,,0,0,,48606,Nicolas Vouilloz,1104357
,89.0,4,D,7.2,True,False,,,,0,,,35.0,,32,1.0,3.0,1.0,4.0,3.0,,,,1.0,,0,0,,,0,0,,48600,Steve Rouiller,1104357
,90.0,19,D,6.6,False,False,,,,0,,,29.0,,19,1.0,1.0,1.0,6.0,3.0,1.0,1.0,,,,0,0,,,0,0,,48604,Yoan Severin,1104357
,90.0,18,D,6.6,False,False,,,,0,,,26.0,,22,2.0,1.0,,11.0,6.0,,,1.0,2.0,,0,0,,,0,0,,24217,Bradley Mazikou,1104357
,90.0,21,M,6.9,False,False,2.0,2.0,,0,,,14.0,,5,1.0,,1.0,8.0,4.0,1.0,1.0,,1.0,2.0,0,0,,,0,0,,48496,Jérémy Guillemenot,1104357
,90.0,8,M,7.2,False,False,,,,0,,,50.0,3.0,43,3.0,,2.0,13.0,7.0,5.0,2.0,,1.0,,0,0,,,0,0,,48609,Timothé Cognat,1104357
,59.0,28,M,5.3,False,False,,,,0,,,24.0,,14,3.0,,,12.0,6.0,2.0,,,3.0,3.0,2,1,,1.0,0,0,,24022,David Douline,1104357
,90.0,17,M,6.3,False,False,1.0,,,0,,,18.0,1.0,9,1.0,,,11.0,2.0,4.0,1.0,2.0,,,0,0,,,0,0,,48488,Dereck Kutesa,1104357
,64.0,11,F,6.3,False,False,1.0,1.0,,0,,,9.0,,6,,,,5.0,1.0,2.0,,,1.0,,0,0,,,0,0,,20979,Boubacar Fofana,1104357
1.0,79.0,29,F,6.6,False,False,1.0,1.0,1.0,0,,,7.0,1.0,5,,,,9.0,1.0,1.0,,1.0,1.0,4.0,0,0,,,1,0,,8625,Chris Bedia,1104357
,26.0,30,M,6.7,False,True,,,,0,,,4.0,,3,,,,4.0,2.0,,,,1.0,,0,0,,,0,0,,374504,Samba Diba,1104357
,11.0,23,F,7.2,False,True,1.0,,,0,,,5.0,,2,2.0,,,4.0,4.0,,,,1.0,,0,0,,,0,0,,21507,Ronny Rodelin,1104357
,1.0,6,D,,False,True,,,,0,,,,,,,,,1.0,,,,,,,0,0,,,0,0,,22026,Anthony Baron,1104357
,,44,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,324725,Léo Besson,1104357
,,40,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,431118,Marwan Aubert,1104357
,,26,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,265260,Noah Henchoz,1104357
,,68,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,1083,Jérôme Onguene,1104357
,,45,F,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,162019,Hussayn Touati,1104357
,,7,F,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,26497,Patrick Pflücke,1104357
,,12,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,368178,Issa Kaloga,1104357
,,31,F,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,425200,Tiemoko Ouattara,1104357
,120.0,1,G,6.7,False,False,,,,3,,3.0,29.0,,20,,,,,,,,,,,0,0,,,0,0,0.0,15897,Peter Vindahl Jensen,1104354
,120.0,25,D,6.3,False,False,,,,0,,,85.0,1.0,75,1.0,1.0,2.0,5.0,2.0,,,,,2.0,1,0,,,0,0,,24985,Asger Sørensen,1104354
,45.0,27,D,7,False,False,,,,0,,,39.0,,34,,1.0,2.0,5.0,5.0,,,,,,0,0,,,0,0,,80413,Filip Panák,1104354
,120.0,37,D,7.2,True,False,2.0,2.0,,0,,,89.0,1.0,74,1.0,,3.0,10.0,5.0,,,,2.0,2.0,0,0,,,0,0,,66407,Ladislav Krejčí,1104354
1.0,77.0,28,M,6.9,False,False,1.0,,,0,,,31.0,3.0,26,1.0,,1.0,7.0,3.0,3.0,1.0,,,2.0,1,0,,,0,0,,66248,Tomáš Wiesner,1104354
,89.0,18,M,7.2,False,False,1.0,1.0,,0,,,43.0,2.0,40,3.0,1.0,2.0,9.0,4.0,,,5.0,1.0,,0,0,,,0,0,,66102,Lukáš Sadílek,1104354
,120.0,6,M,7.2,False,False,3.0,2.0,,0,,,62.0,2.0,53,3.0,,2.0,8.0,3.0,,,3.0,,1.0,0,0,,,0,0,,55404,Kaan Kairinen,1104354
,120.0,30,M,6.3,False,False,,,,0,1.0,,45.0,1.0,27,1.0,,2.0,12.0,5.0,2.0,,3.0,,,0,0,,,0,0,,1237,Jaroslav Zelený,1104354
,94.0,14,F,7.7,False,False,2.0,2.0,1.0,0,,,27.0,2.0,19,2.0,,1.0,15.0,6.0,4.0,1.0,1.0,3.0,5.0,1,0,,,0,0,,45804,Veljko Birmančević,1104354
1.0,72.0,22,F,7.6,False,False,4.0,3.0,,0,,,14.0,2.0,12,,,,3.0,3.0,3.0,3.0,,,,0,0,,,0,0,,40446,Lukáš Haraslín,1104354
,94.0,9,F,6.9,False,False,1.0,,,0,,,14.0,2.0,11,1.0,,,10.0,3.0,,,1.0,1.0,2.0,0,0,,,0,0,,66340,Jan Kuchta,1104354
,75.0,41,D,6.6,False,True,,,,0,,,43.0,,38,1.0,1.0,1.0,7.0,4.0,,,1.0,,,0,0,,,0,0,,287564,Martin Vitík,1104354
,48.0,7,F,7.2,False,True,2.0,1.0,1.0,0,,,6.0,,2,1.0,,,4.0,3.0,,,,1.0,1.0,0,0,,,0,0,,61454,Victor Olatunji,1104354
,43.0,19,D,6.7,False,True,1.0,,,0,,,11.0,,9,1.0,,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,0,0,,,0,0,,66574,Jan Mejdr,1104354
,31.0,20,M,7.6,False,True,1.0,1.0,1.0,0,,,23.0,1.0,19,3.0,1.0,1.0,6.0,5.0,1.0,1.0,,,1.0,0,0,,,0,0,,20953,Qazim Laci,1104354
,26.0,11,F,6.7,False,True,1.0,,,0,,,2.0,,2,1.0,,,4.0,2.0,1.0,,,,,0,0,,,0,0,,11116,Martin Minchev,1104354
,26.0,21,M,6.9,False,True,2.0,1.0,,0,,,10.0,1.0,8,,,,1.0,1.0,,,,,,0,0,,,0,0,,66051,Jakub Pešek,1104354
,,24,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,61342,Vojtěch Vorel,1104354
,,5,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,198465,James Gomez,1104354
,,8,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,50070,David Pavelka,1104354
,,10,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,199871,Adam Karabec,1104354
,,32,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,295027,Matěj Ryneš,1104354
,,39,F,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,323824,Václav Sejk,1104354
,120.0,1,G,8.9,False,False,,,,3,,10.0,46.0,,17,,,,1.0,1.0,,,,1.0,,0,0,,,0,0,0.0,15573,Kamil Grabara,1104354
,120.0,19,D,7.5,False,False,1.0,,,0,,,52.0,3.0,44,2.0,1.0,5.0,8.0,6.0,4.0,3.0,1.0,1.0,,0,0,,,0,0,,395133,Elias Jelert,1104354
,55.0,3,D,7.2,False,False,,,,0,,,38.0,1.0,33,,1.0,1.0,2.0,1.0,,,1.0,,,0,0,,,0,0,,1291,Denis Vavro,1104354
,120.0,2,D,8.2,False,False,2.0,1.0,,0,,,85.0,,78,2.0,3.0,2.0,13.0,10.0,2.0,2.0,,1.0,1.0,0,0,,,0,0,,31043,Kevin Diks,1104354
,120.0,6,D,7.5,False,False,,,,0,1.0,,66.0,2.0,63,1.0,,,6.0,4.0,,,,3.0,1.0,0,0,,,0,0,,16045,Christian Sørensen,1104354
,84.0,9,M,6.9,False,False,1.0,1.0,,0,,,30.0,,22,,1.0,3.0,3.0,2.0,2.0,1.0,,1.0,,0,0,,,0,0,,19300,Diogo Gonçalves,1104354
,108.0,33,M,6.5,True,False,,,,0,,,71.0,,66,2.0,2.0,,10.0,6.0,3.0,2.0,1.0,1.0,1.0,1,0,,,0,0,,1293,Rasmus Falk Jensen,1104354
,120.0,12,M,6.5,False,False,1.0,,,0,,,41.0,,34,2.0,,,17.0,5.0,1.0,,1.0,1.0,1.0,0,0,,,0,0,,2736,Lukas Lerager,1104354
,108.0,10,F,6.9,False,False,,,,0,,,31.0,,26,1.0,,,6.0,4.0,1.0,1.0,,2.0,1.0,1,0,,,0,0,,18946,Mohamed Elyounoussi,1104354
,74.0,25,F,7.3,False,False,2.0,2.0,1.0,0,,,17.0,,13,,,,5.0,1.0,,,,1.0,,0,0,,,0,0,,48203,Jordan Larsson,1104354
,120.0,30,F,7.3,False,False,1.0,,,0,1.0,,52.0,4.0,40,2.0,,2.0,31.0,12.0,15.0,6.0,3.0,3.0,2.0,1,0,,,0,0,,42012,Elias Achouri,1104354
,65.0,20,D,6.7,False,True,,,,0,,,39.0,,35,,,,2.0,1.0,,,,1.0,1.0,0,0,,,0,0,,1287,Nicolai Boilesen,1104354
1.0,46.0,7,M,8.2,False,True,2.0,2.0,2.0,0,,,18.0,,15,,,,5.0,1.0,,,,,1.0,0,0,,,0,0,,2080,Viktor Claesson,1104354
,36.0,36,M,6.3,False,True,,,,0,,,25.0,1.0,22,,,,1.0,,,,,,,0,0,,,0,0,,349212,William Clem,1104354
,12.0,40,M,6.9,False,True,,,,0,,,4.0,,3,,,,,,,,,,,0,0,,,0,0,,338958,Roony Bardghji,1104354
,12.0,18,F,6.3,False,True,,,,0,,,4.0,,2,,,,1.0,,,,,,,0,0,,,0,0,,61774,Orri Steinn Óskarsson,1104354
,,21,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,311273,Theo Sander,1104354
,,41,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,344762,Andreas Dithmer,1104354
,,22,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,1283,Peter Ankersen,1104354
,,27,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,319469,Valdemar Lund,1104354
,,46,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,339941,Noah Sahsah,1104354
,,39,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,339874,Oscar Højlund,1104354
,90.0,16,G,7.7,False,False,,,,1,,5.0,26.0,,22,,,,,,,,,,,0,0,,,0,0,0.0,111326,Itamar Nitzan,1104348
,77.0,2,D,7.5,False,False,,,,0,,,75.0,,70,,,2.0,5.0,3.0,,,,1.0,1.0,0,0,,,0,0,,48144,Daniel Sundgren,1104348
,90.0,30,D,7.3,False,False,,,,0,,,87.0,1.0,80,2.0,2.0,,10.0,7.0,,,1.0,2.0,1.0,0,0,,,0,0,,8450,Abdoulaye Seck,1104348
,90.0,3,D,7.2,False,False,,,,0,,,78.0,,73,2.0,1.0,,8.0,5.0,,,,2.0,1.0,1,0,,,0,0,,111335,Sean Goldberg,1104348
3.0,90.0,27,D,7.3,False,False,,,,0,,,43.0,1.0,37,3.0,,1.0,8.0,4.0,1.0,1.0,,,1.0,1,0,,,0,0,,107199,Pierre Cornud,1104348
,65.0,26,M,6.9,False,False,,,,0,,,27.0,2.0,19,1.0,,,5.0,1.0,,,1.0,,1.0,0,0,,,0,0,,136155,Mahmoud Jaber,1104348
,77.0,4,M,7.2,False,False,,,,0,,,59.0,,56,2.0,,2.0,8.0,4.0,2.0,1.0,,1.0,2.0,1,0,,,0,0,,126500,Ali Mohamed,1104348
,71.0,91,M,7.6,False,False,2.0,1.0,1.0,0,,,38.0,,34,1.0,,,4.0,1.0,,,1.0,,,0,0,,,0,0,,12939,Dia Saba,1104348
,90.0,10,M,8.6,True,False,1.0,1.0,,0,2.0,,49.0,3.0,45,,,,4.0,2.0,1.0,1.0,,1.0,,0,0,,,0,0,,50120,Tjaronn Chery,1104348
,64.0,8,M,6.9,False,False,,,,0,,,36.0,1.0,31,1.0,,1.0,6.0,2.0,3.0,1.0,1.0,,1.0,0,0,,,0,0,,110987,Dolev Haziza,1104348
2.0,90.0,9,F,7.2,False,False,1.0,1.0,1.0,0,,,4.0,,4,,,,7.0,5.0,1.0,1.0,,1.0,2.0,1,0,,,0,0,,8601,Frantzdy Pierrot,1104348
